Date,Open,High,Low,Close,Volume,Adj Clos
2012-01-20,4.41,4.45,4.35,4.44,792500,4.4
2012-01-19,4.36,4.44,4.35,4.40,885700,4.4
2012-01-18,4.47,4.47,4.32,4.35,1000600,4.3
2012-01-17,4.17,4.41,4.17,4.39,963400,4.3
2012-01-16,4.26,4.26,4.17,4.19,544400,4.1
2012-01-13,4.37,4.40,4.26,4.28,931600,4.2
2012-01-12,4.39,4.48,4.37,4.38,1143900,4.3
2012-01-11,4.35,4.43,4.35,4.40,919800,4.4
2012-01-10,4.25,4.42,4.22,4.40,1424200,4.4
2012-01-09,4.10,4.25,4.06,4.25,779800,4.2
2012-01-06,4.11,4.11,3.98,4.10,535100,4.1
2012-01-05,4.20,4.24,4.07,4.10,596300,4.1
2012-01-04,4.34,4.34,4.23,4.26,551300,4.2
