Date,Open,High,Low,Close,Volume,Adj Clos
2004-12-31,2.09,2.12,2.06,2.11,5297100,2.1
2004-12-30,1.99,2.03,1.91,2.02,1019000,2.0
2004-12-29,2.04,2.04,2.00,2.00,482400,2.0
2004-12-28,2.03,2.03,2.00,2.03,531300,2.0
2004-12-27,2.03,2.03,2.00,2.02,469800,2.0
2004-12-24,2.00,2.04,2.00,2.01,459100,2.0
2004-12-23,2.06,2.06,2.01,2.03,766900,2.0
2004-12-22,2.00,2.06,2.00,2.05,577600,2.0
2004-12-21,2.01,2.02,1.99,2.00,566000,2.0
2004-12-20,2.03,2.03,1.99,1.99,400200,1.9
2004-12-17,1.98,2.06,1.96,2.03,853900,2.0
2004-12-16,2.00,2.01,1.94,2.00,654200,2.0
2004-12-15,2.07,2.12,1.98,2.00,1700100,2.0
2004-12-14,2.11,2.13,2.07,2.08,721400,2.0
2004-12-13,2.10,2.13,2.06,2.13,986200,2.1
2004-12-10,2.18,2.20,2.11,2.12,2099100,2.1
2004-12-09,2.30,2.33,2.19,2.21,3812300,2.2
2004-12-08,2.25,2.34,2.22,2.30,3913300,2.3
2004-12-07,2.22,2.26,2.19,2.24,1849300,2.2
2004-12-06,2.20,2.25,2.16,2.23,1957200,2.2
2004-12-03,2.18,2.22,2.17,2.21,1314700,2.2
2004-12-02,2.20,2.21,2.12,2.18,1289800,2.1
2004-12-01,2.20,2.24,2.18,2.20,1041900,2.2
2004-11-30,2.14,2.20,2.13,2.20,1126400,2.2
2004-11-29,2.12,2.17,2.12,2.14,787700,2.1
2004-11-26,2.15,2.17,2.12,2.13,978600,2.1
2004-11-25,2.17,2.17,2.09,2.16,2755500,2.1
2004-11-24,2.33,2.35,2.20,2.20,3508700,2.2
2004-11-23,2.29,2.34,2.25,2.32,2370400,2.3
2004-11-22,2.20,2.30,2.20,2.28,2436300,2.2
2004-11-19,2.19,2.22,2.16,2.19,1362100,2.1
2004-11-18,2.15,2.20,2.15,2.19,1464600,2.1
2004-11-17,2.19,2.19,2.12,2.15,1654100,2.1
2004-11-16,2.23,2.23,2.17,2.19,1684600,2.1
2004-11-15,2.19,2.25,2.15,2.24,3511500,2.2
2004-11-12,2.16,2.25,2.11,2.20,7187200,2.2
2004-11-11,2.07,2.14,2.06,2.14,4915300,2.1
2004-11-10,1.95,2.05,1.92,2.04,3665100,2.0
2004-11-09,1.93,1.96,1.93,1.95,732800,1.9
2004-11-08,1.91,1.95,1.88,1.94,581200,1.9
2004-11-05,2.00,2.00,1.90,1.91,1256800,1.9
2004-11-04,1.98,2.01,1.93,1.99,2123600,1.9
2004-11-03,1.90,1.98,1.88,1.97,1495700,1.9
2004-11-02,2.02,2.03,1.92,1.92,2222200,1.9
