Date,Open,High,Low,Close,Volume,Adj Clos
2012-01-20,11.50,11.59,11.40,11.50,781700,11.5
2012-01-19,11.37,11.56,11.16,11.39,774500,11.3
2012-01-18,11.70,12.03,11.28,11.37,1537400,11.3
2012-01-17,11.58,11.95,11.35,11.80,2252200,11.8
2012-01-16,11.81,11.84,11.43,11.50,869200,11.5
2012-01-13,12.12,12.12,11.68,11.80,1246000,11.8
2012-01-12,12.05,12.26,11.94,12.16,2314700,12.1
2012-01-11,12.02,12.17,11.86,12.04,1366200,12.0
2012-01-10,11.68,12.15,11.62,12.02,1717200,12.0
2012-01-09,11.16,11.96,11.04,11.66,963300,11.6
2012-01-06,11.23,11.32,10.78,11.16,1027300,11.1
2012-01-05,11.59,11.59,11.08,11.38,591200,11.3
2012-01-04,11.83,11.93,11.58,11.59,371800,11.5
