Date,Open,High,Low,Close,Volume,Adj Clos
2010-12-31,14.83,15.30,14.83,15.25,1462900,15.0
2010-12-30,14.73,15.08,14.67,14.81,2067600,14.6
2010-12-29,14.52,14.80,14.38,14.70,2580500,14.5
2010-12-28,15.40,15.40,14.39,14.61,3060100,14.4
2010-12-27,15.70,16.33,15.17,15.20,4624500,15.0
2010-12-24,15.50,16.05,15.50,15.70,3034800,15.5
2010-12-23,16.05,16.21,15.57,15.64,2421600,15.4
2010-12-22,16.19,16.28,15.60,16.22,5719500,16.0
2010-12-21,16.10,16.48,15.80,16.19,5404900,16.0
2010-12-20,16.78,16.78,15.76,16.16,8212000,15.9
2010-12-13,16.20,16.60,16.00,16.40,7013600,16.2
2010-12-10,15.36,16.38,15.36,16.17,6586000,16.0
2010-12-09,16.09,16.09,15.20,15.30,5034500,15.1
2010-12-08,16.19,16.59,15.90,16.00,5482000,15.8
2010-12-07,16.00,16.65,15.39,16.31,7170400,16.1
2010-12-06,15.55,16.48,15.54,16.11,12604000,15.9
2010-12-03,15.40,15.82,15.32,15.49,4210000,15.3
2010-12-02,15.20,15.65,14.98,15.40,5852700,15.2
2010-12-01,14.27,15.36,14.10,15.08,6672500,14.9
2010-11-30,15.12,15.15,13.80,14.33,3908700,14.1
2010-11-29,14.60,15.25,14.54,15.05,3389700,14.8
2010-11-26,14.82,14.98,14.53,14.66,2966900,14.5
2010-11-25,14.70,15.20,14.60,14.86,4430800,14.7
2010-11-24,13.86,14.69,13.86,14.65,3787300,14.5
2010-11-23,14.49,14.50,13.81,14.05,3451000,13.9
2010-11-22,14.38,14.76,14.36,14.53,4293000,14.3
2010-11-19,14.50,14.66,13.99,14.65,3851600,14.5
2010-11-18,14.47,14.70,14.00,14.37,3721500,14.2
2010-11-17,14.33,14.67,14.17,14.36,2679000,14.2
2010-11-16,15.72,15.72,14.40,14.54,6253000,14.3
2010-11-15,15.61,15.90,15.25,15.72,4135900,15.5
2010-11-12,16.89,17.18,15.59,15.59,8107200,15.4
2010-11-11,17.48,17.95,17.30,17.32,7936600,17.1
2010-11-10,18.25,18.80,17.66,17.86,12599000,17.6
2010-11-09,17.25,18.21,16.98,17.91,12562500,17.7
2010-11-08,17.19,17.63,16.92,17.25,9807100,17.0
2010-11-05,16.65,16.92,16.31,16.59,7175700,16.4
2010-11-04,16.19,16.45,16.00,16.26,4091000,16.0
2010-11-03,16.68,16.79,15.91,15.91,5326900,15.7
2010-11-02,16.16,16.92,16.03,16.56,7155300,16.3
2010-11-01,15.73,16.33,15.73,16.16,4783100,15.9
2010-10-29,16.04,16.14,15.60,15.84,3690900,15.6
2010-10-28,15.78,16.04,15.61,16.04,3572200,15.8
2010-10-27,16.60,16.65,15.60,15.87,5923200,15.7
2010-10-26,16.80,17.00,16.30,16.54,5631400,16.3
2010-10-25,16.27,16.92,16.14,16.81,8850400,16.6
2010-10-22,15.50,16.45,15.45,16.29,6249700,16.1
2010-10-21,15.53,15.96,15.50,15.74,5431600,15.5
2010-10-20,15.79,15.79,15.27,15.39,8903800,15.2
2010-10-19,16.30,16.40,15.73,16.13,4786100,15.9
2010-10-18,15.93,16.88,15.61,16.43,11269600,16.2
2010-10-15,15.71,16.34,15.60,16.04,10082900,15.8
2010-10-14,15.50,16.51,15.50,16.21,16006600,16.0
2010-10-13,15.54,15.87,15.23,15.45,8608600,15.2
2010-10-12,14.88,15.60,14.74,15.55,9793600,15.3
2010-10-11,14.80,15.17,14.58,14.91,8229200,14.7
2010-09-30,14.00,14.33,13.98,14.20,2387300,14.0
2010-09-29,14.33,14.40,14.03,14.05,2723000,13.9
2010-09-28,14.56,14.56,14.10,14.28,3523100,14.1
2010-09-27,14.26,14.47,14.03,14.44,2094300,14.2
2010-09-21,14.80,14.90,14.07,14.18,4163800,14.0
2010-09-20,14.80,15.02,14.50,14.80,5083300,14.6
2010-09-17,14.72,14.95,14.50,14.60,4024300,14.4
2010-09-16,15.32,15.58,14.36,14.71,7176100,14.5
2010-09-15,15.01,15.67,14.95,15.11,13665900,14.9
2010-09-14,14.56,15.06,14.50,14.89,6742000,14.7
2010-09-13,14.36,14.65,14.28,14.55,4065100,14.4
2010-09-10,14.30,14.43,14.00,14.34,5041400,14.1
2010-09-09,14.68,14.86,14.20,14.29,5193800,14.1
2010-09-08,14.91,14.91,14.59,14.69,4504400,14.5
2010-09-07,14.88,15.05,14.69,14.90,5253900,14.7
2010-09-06,14.86,15.20,14.71,14.95,8589800,14.7
2010-09-03,14.82,14.88,14.65,14.81,7934700,14.6
2010-09-02,15.06,15.25,14.84,14.94,9400300,14.7
2010-09-01,14.60,15.00,14.31,15.00,10892700,14.8
2010-08-31,14.32,14.88,14.29,14.66,8891500,14.5
2010-08-30,14.10,14.50,14.10,14.44,4912600,14.2
2010-08-27,14.01,14.37,14.01,14.16,3748900,14.0
2010-08-26,14.23,14.28,13.96,14.13,3155200,13.9
2010-08-25,14.49,14.49,14.05,14.15,4613900,14.0
2010-08-24,14.52,14.74,14.21,14.55,6928200,14.4
2010-08-23,13.95,14.60,13.65,14.40,8606600,14.2
2010-08-20,13.94,14.05,13.65,13.76,4187000,13.6
2010-08-19,13.90,14.26,13.89,13.99,4956500,13.8
2010-08-18,14.20,14.20,13.83,13.99,5233700,13.8
2010-08-17,13.85,14.20,13.76,14.13,7969900,13.9
2010-08-16,13.25,13.95,13.18,13.85,6688000,13.7
2010-08-13,12.90,13.36,12.78,13.32,4296200,13.1
2010-08-12,13.21,13.39,12.99,13.00,3801400,12.8
2010-08-11,13.26,13.50,13.11,13.35,3007100,13.2
2010-08-10,14.00,14.00,13.28,13.28,6324200,13.1
2010-08-09,14.09,14.10,13.81,14.02,5363900,13.8
2010-08-06,13.48,14.02,13.46,14.00,7926600,13.8
2010-08-05,13.61,13.70,13.36,13.43,4759600,13.2
2010-08-04,13.23,13.54,13.11,13.53,4639100,13.3
2010-08-03,13.80,13.90,13.28,13.28,5907100,13.1
2010-08-02,13.39,13.95,13.35,13.76,7743400,13.6
2010-07-30,13.34,13.44,13.08,13.35,5433800,13.2
2010-07-29,13.42,13.52,13.05,13.31,6561200,13.1
2010-07-28,13.14,13.55,12.97,13.42,8146500,13.2
2010-07-27,13.12,13.40,13.01,13.24,8266400,13.1
2010-07-26,12.71,13.21,12.65,13.12,7921300,12.9
2010-07-23,12.75,12.90,12.61,12.79,5974500,12.6
2010-07-22,12.60,12.92,12.38,12.84,11206500,12.7
2010-07-21,12.16,12.98,12.13,12.93,10575400,12.7
2010-07-20,12.05,12.30,11.98,12.24,6566800,12.1
2010-07-16,11.51,11.72,11.38,11.68,1866400,11.5
2010-07-15,11.76,11.99,11.56,11.58,1860800,11.4
2010-07-14,11.67,12.02,11.64,11.85,3163400,11.7
2010-07-13,11.67,11.69,11.41,11.57,1784600,11.4
2010-07-12,11.89,12.10,11.80,11.81,3283900,11.6
