Date,Open,High,Low,Close,Volume,Adj Clos
2007-12-31,9.20,9.20,9.20,9.20,000,9.2
2007-12-28,9.42,9.46,9.12,9.20,9267600,9.2
2007-12-27,9.63,9.75,9.43,9.43,6295100,9.4
2007-12-26,9.54,9.54,9.54,9.54,000,9.5
2007-12-25,9.35,9.58,9.29,9.54,4610800,9.5
2007-12-24,9.58,9.61,9.30,9.38,5766600,9.3
2007-12-21,9.26,9.54,9.23,9.44,6037600,9.4
2007-12-20,9.24,9.35,9.19,9.28,3809200,9.2
2007-12-19,8.95,9.30,8.80,9.24,4281600,9.2
2007-12-18,9.06,9.10,8.82,8.88,1970000,8.8
2007-12-17,8.90,9.28,8.74,9.09,4568600,9.0
2007-12-14,8.98,9.07,8.50,8.95,5026700,8.9
2007-12-13,9.18,9.45,8.99,9.03,4870600,9.0
2007-12-12,9.25,9.26,9.00,9.17,4174700,9.1
2007-12-11,9.32,9.35,9.09,9.25,4477600,9.2
2007-12-10,9.03,9.37,8.90,9.28,6217500,9.2
2007-12-07,9.17,9.17,9.02,9.10,2945100,9.1
2007-12-06,8.89,9.15,8.70,9.13,4256600,9.1
2007-12-05,8.78,9.00,8.70,8.87,3063300,8.8
2007-12-04,8.89,9.16,8.81,8.86,2655700,8.8
2007-12-03,8.58,9.06,8.50,8.88,3638000,8.8
2007-11-30,8.50,8.78,8.50,8.72,2739300,8.7
2007-11-29,8.44,8.62,8.32,8.62,2571200,8.6
2007-11-28,8.40,8.65,8.31,8.43,2193400,8.4
2007-11-27,8.46,8.58,8.18,8.43,2308300,8.4
2007-11-26,8.88,9.16,8.30,8.34,4701500,8.3
2007-11-23,8.08,8.77,8.08,8.77,4964800,8.7
2007-11-22,8.60,8.78,8.17,8.25,6148600,8.2
2007-11-21,9.22,9.35,8.82,8.83,4599500,8.8
2007-11-20,9.28,9.39,9.02,9.26,6205200,9.2
2007-11-19,9.30,9.48,9.12,9.23,5182000,9.2
2007-11-16,9.00,9.45,8.88,9.30,7523000,9.3
2007-11-15,8.94,9.35,8.85,9.05,8922500,9.0
2007-11-14,8.75,9.05,8.60,9.01,5874100,9.0
2007-11-13,8.85,9.14,8.67,8.78,11021100,8.7
2007-11-12,8.10,9.08,8.01,8.95,10984500,8.9
2007-11-09,8.48,8.55,8.06,8.25,4525700,8.2
2007-11-08,8.74,9.05,8.50,8.51,7449300,8.5
2007-11-07,8.38,8.85,8.36,8.74,6704400,8.7
2007-11-06,8.38,8.55,8.30,8.39,2680900,8.3
2007-11-05,8.30,8.65,8.16,8.50,5317600,8.5
2007-11-02,8.07,8.41,7.90,8.20,4164100,8.2
2007-11-01,8.10,8.26,7.91,8.13,2534900,8.1
2007-10-31,7.86,8.18,7.72,8.10,4347400,8.1
2007-10-30,7.74,7.90,7.58,7.80,1632600,7.8
2007-10-29,7.53,8.00,7.53,7.74,2667500,7.7
2007-10-26,7.35,7.83,7.30,7.51,3188400,7.5
2007-10-25,7.88,8.10,7.54,7.55,8877600,7.5
2007-10-24,7.89,8.46,7.80,8.38,9822700,8.3
2007-10-23,7.65,7.80,7.52,7.69,1438000,7.6
2007-10-22,8.00,8.00,7.60,7.65,1911700,7.6
2007-10-19,8.30,8.40,8.08,8.13,2519000,8.1
2007-10-18,8.23,8.45,8.12,8.31,4210000,8.3
2007-10-17,8.13,8.27,8.05,8.19,2444000,8.1
2007-10-16,8.20,8.25,7.97,8.13,3143500,8.1
2007-10-15,7.80,8.37,7.60,8.29,4071300,8.2
2007-10-12,8.08,8.16,7.30,7.78,4833800,7.7
2007-10-11,8.34,8.50,8.05,8.09,4665300,8.0
2007-10-10,8.61,8.68,8.30,8.34,4172800,8.3
2007-10-09,8.45,8.66,8.42,8.60,2725000,8.6
2007-10-08,8.72,8.77,8.48,8.49,4544700,8.4
2007-10-05,8.65,8.65,8.65,8.65,000,8.6
2007-10-04,8.65,8.65,8.65,8.65,000,8.6
2007-10-03,8.65,8.65,8.65,8.65,000,8.6
2007-10-02,8.65,8.65,8.65,8.65,000,8.6
2007-10-01,8.65,8.65,8.65,8.65,000,8.6
2007-09-28,8.62,8.73,8.51,8.65,3727600,8.6
2007-09-27,8.45,8.58,8.40,8.52,2430900,8.5
2007-09-26,8.60,8.75,8.35,8.42,3426300,8.4
2007-09-25,8.96,8.96,8.51,8.65,6895200,8.6
2007-09-24,9.98,9.98,9.00,9.03,20807700,9.0
2007-09-21,9.00,9.35,8.81,9.35,4744500,9.3
2007-09-20,8.50,8.50,8.50,8.50,000,8.5
2007-09-19,8.70,8.76,8.34,8.50,4783200,8.5
2007-09-18,8.54,8.67,8.31,8.67,6223400,8.6
2007-09-17,8.16,8.61,8.15,8.46,4943900,8.4
2007-09-14,8.11,8.31,7.95,8.31,4244400,8.3
2007-09-13,8.17,8.19,7.91,8.15,4268300,8.1
2007-09-12,8.01,8.35,7.65,8.16,6604900,8.1
2007-09-11,9.11,9.11,8.21,8.21,8194800,8.2
2007-09-10,8.55,9.16,8.45,9.12,10498400,9.1
2007-09-07,8.50,8.88,8.28,8.71,10705400,8.7
2007-09-06,8.50,8.75,8.44,8.55,5683400,8.5
