Date,Open,High,Low,Close,Volume,Adj Clos
2012-01-20,8.11,8.27,8.07,8.23,1173100,8.2
2012-01-19,7.94,8.19,7.94,8.11,1634400,8.1
2012-01-18,8.17,8.43,8.02,8.10,3199700,8.1
2012-01-17,7.80,8.17,7.71,8.15,3306800,8.1
2012-01-16,7.93,8.09,7.82,7.83,1199300,7.8
2012-01-13,8.58,8.58,8.01,8.10,2179500,8.1
2012-01-12,8.63,8.91,8.53,8.53,3011400,8.5
2012-01-11,8.49,8.75,8.31,8.70,4363500,8.7
2012-01-10,8.17,8.53,8.03,8.49,2613900,8.4
2012-01-09,7.73,8.19,7.73,8.19,2600500,8.1
2012-01-06,8.03,8.03,7.32,7.89,1441400,7.8
2012-01-05,8.56,8.56,7.84,8.08,1472200,8.0
2012-01-04,8.60,8.76,8.40,8.58,1584300,8.5
