Date,Open,High,Low,Close,Volume,Adj Clos
2005-12-30,1.67,1.67,1.63,1.65,2229300,1.6
2005-12-29,1.68,1.71,1.65,1.67,2972200,1.6
2005-12-28,1.67,1.75,1.67,1.69,3968600,1.6
2005-12-27,1.75,1.79,1.67,1.67,17422600,1.6
2005-12-26,1.68,1.70,1.66,1.70,8179100,1.7
2005-12-23,1.54,1.62,1.52,1.62,9840500,1.6
2005-12-22,1.49,1.56,1.49,1.54,2779300,1.5
2005-12-21,1.51,1.52,1.49,1.50,1298900,1.5
2005-12-20,1.51,1.52,1.48,1.52,2074700,1.5
2005-12-19,1.50,1.51,1.48,1.50,1382700,1.5
2005-12-16,1.50,1.51,1.48,1.50,1383500,1.5
2005-12-15,1.46,1.52,1.46,1.49,2993800,1.4
2005-12-14,1.46,1.47,1.45,1.46,1829700,1.4
2005-12-13,1.48,1.49,1.44,1.47,1401000,1.4
2005-12-12,1.45,1.49,1.44,1.48,1519500,1.4
2005-12-09,1.43,1.48,1.42,1.46,1324300,1.4
2005-12-08,1.49,1.49,1.43,1.46,2282500,1.4
2005-12-07,1.43,1.50,1.42,1.50,3076500,1.5
2005-12-06,1.43,1.46,1.39,1.45,1535700,1.4
2005-12-05,1.48,1.48,1.43,1.44,3068100,1.4
2005-12-02,1.58,1.58,1.50,1.50,4554200,1.5
2005-12-01,1.57,1.58,1.55,1.58,995700,1.5
2005-11-30,1.60,1.60,1.54,1.58,1576400,1.5
2005-11-29,1.61,1.62,1.59,1.60,1389800,1.6
2005-11-28,1.62,1.64,1.60,1.62,1326900,1.6
2005-11-25,1.62,1.64,1.58,1.62,2573300,1.6
2005-11-24,1.60,1.63,1.59,1.61,1962000,1.6
2005-11-23,1.60,1.63,1.59,1.61,1560600,1.6
2005-11-22,1.65,1.66,1.60,1.62,1725700,1.6
2005-11-21,1.66,1.68,1.64,1.66,1920500,1.6
2005-11-18,1.62,1.67,1.62,1.66,3153000,1.6
2005-11-17,1.64,1.64,1.61,1.64,1362400,1.6
2005-11-16,1.63,1.64,1.58,1.63,1680700,1.6
2005-11-15,1.63,1.66,1.62,1.63,1941500,1.6
2005-11-14,1.63,1.65,1.61,1.63,1395500,1.6
2005-11-11,1.60,1.65,1.56,1.64,3028500,1.6
2005-11-10,1.68,1.68,1.60,1.60,3884900,1.6
2005-11-09,1.70,1.70,1.66,1.68,3195800,1.6
2005-11-08,1.71,1.72,1.67,1.70,3002100,1.7
2005-11-07,1.71,1.73,1.67,1.70,2640100,1.7
2005-11-04,1.69,1.71,1.66,1.71,2205200,1.7
2005-11-03,1.69,1.75,1.68,1.70,4637800,1.7
2005-11-02,1.67,1.70,1.65,1.70,5182300,1.7
2005-11-01,1.68,1.68,1.60,1.65,4082900,1.6
2005-10-31,1.66,1.70,1.63,1.68,2594200,1.6
2005-10-28,1.63,1.68,1.55,1.66,5034900,1.6
2005-10-27,1.65,1.70,1.62,1.63,4717900,1.6
2005-10-26,1.78,1.79,1.71,1.71,4162000,1.7
2005-10-25,1.80,1.86,1.77,1.80,8061900,1.8
2005-10-24,1.76,1.79,1.72,1.78,4177400,1.7
2005-10-21,1.78,1.79,1.76,1.77,3280400,1.7
2005-10-20,1.76,1.79,1.71,1.77,3672100,1.7
2005-10-19,1.78,1.81,1.75,1.76,8048100,1.7
2005-10-18,1.74,1.77,1.70,1.77,4370000,1.7
2005-10-17,1.66,1.73,1.62,1.73,4371900,1.7
2005-10-14,1.72,1.72,1.65,1.66,2609400,1.6
2005-10-13,1.74,1.76,1.70,1.73,2761800,1.7
2005-10-12,1.70,1.78,1.68,1.76,4779900,1.7
2005-10-11,1.62,1.70,1.60,1.70,3463100,1.7
2005-10-10,1.64,1.65,1.56,1.62,2923700,1.6
2005-10-07,1.64,1.64,1.64,1.64,000,1.6
2005-10-06,1.64,1.64,1.64,1.64,000,1.6
2005-10-05,1.64,1.64,1.64,1.64,000,1.6
2005-10-04,1.64,1.64,1.64,1.64,000,1.6
2005-10-03,1.64,1.64,1.64,1.64,000,1.6
2005-09-30,1.68,1.68,1.60,1.64,3375200,1.6
2005-09-29,1.58,1.69,1.57,1.67,6070700,1.6
2005-09-28,1.74,1.75,1.65,1.65,6239200,1.6
2005-09-27,1.72,1.75,1.70,1.74,3924100,1.7
2005-09-26,1.71,1.76,1.69,1.72,3142500,1.7
2005-09-23,1.71,1.78,1.68,1.73,8836800,1.7
2005-09-22,1.80,1.83,1.77,1.77,5907600,1.7
2005-09-21,1.96,2.02,1.86,1.86,13816100,1.8
2005-09-20,1.87,1.96,1.86,1.96,12118800,1.9
2005-09-19,1.78,1.87,1.78,1.87,8465000,1.8
2005-09-16,1.75,1.80,1.74,1.78,5679300,1.7
2005-09-15,1.71,1.76,1.69,1.75,6710100,1.7
2005-09-14,1.76,1.77,1.66,1.71,8341000,1.7
2005-09-13,1.75,1.78,1.73,1.75,6630600,1.7
2005-09-12,1.68,1.76,1.66,1.75,8602200,1.7
2005-09-09,1.64,1.70,1.62,1.69,6612600,1.6
2005-09-08,1.66,1.67,1.62,1.64,4181100,1.6
2005-09-07,1.57,1.66,1.56,1.65,4759000,1.6
2005-09-06,1.65,1.70,1.59,1.59,8627700,1.5
2005-09-05,1.58,1.67,1.58,1.67,8492300,1.6
2005-09-02,1.57,1.61,1.56,1.59,4849200,1.5
2005-09-01,1.53,1.59,1.52,1.57,4881600,1.5
2005-08-31,1.54,1.56,1.49,1.54,8348800,1.5
2005-08-30,1.60,1.62,1.57,1.57,5980000,1.5
2005-08-29,1.77,1.77,1.62,1.65,17906800,1.6
2005-08-26,1.61,1.69,1.60,1.69,9881800,1.6
2005-08-25,1.56,1.61,1.53,1.61,13249800,1.6
2005-08-24,1.58,1.59,1.50,1.53,4504700,1.5
2005-08-23,1.54,1.58,1.52,1.56,5311200,1.5
2005-08-22,1.47,1.55,1.47,1.53,3852700,1.5
2005-08-19,1.45,1.53,1.45,1.49,5355100,1.4
2005-08-18,1.50,1.58,1.46,1.48,6914300,1.4
2005-08-17,1.48,1.50,1.44,1.50,5782400,1.5
2005-08-16,1.50,1.53,1.47,1.48,4689900,1.4
2005-08-15,1.50,1.50,1.43,1.48,7083600,1.4
2005-08-12,1.62,1.63,1.51,1.51,9223500,1.5
2005-08-11,1.54,1.61,1.54,1.59,12503900,1.5
2005-08-10,1.54,1.55,1.48,1.53,5191300,1.5
2005-08-09,1.49,1.55,1.46,1.53,4639900,1.5
2005-08-08,1.47,1.49,1.43,1.49,4650200,1.4
2005-08-05,1.52,1.52,1.41,1.45,8537500,1.4
2005-08-04,1.46,1.46,1.46,1.46,1710800,1.4
2005-08-03,1.32,1.39,1.32,1.39,3528500,1.3
2005-08-02,1.31,1.33,1.29,1.32,1878100,1.3
2005-08-01,1.31,1.33,1.30,1.32,1666300,1.3
2005-07-29,1.35,1.36,1.31,1.32,2360000,1.3
2005-07-28,1.34,1.40,1.33,1.36,4423000,1.3
2005-07-27,1.33,1.35,1.32,1.35,2434900,1.3
2005-07-26,1.30,1.35,1.29,1.34,2608600,1.3
2005-07-25,1.30,1.31,1.29,1.30,1512000,1.3
2005-07-22,1.30,1.33,1.28,1.31,2774300,1.3
2005-07-21,1.28,1.30,1.27,1.29,1463500,1.2
2005-07-20,1.29,1.32,1.27,1.29,1522200,1.2
2005-07-19,1.29,1.32,1.25,1.30,1336000,1.3
2005-07-18,1.36,1.36,1.30,1.30,2031000,1.3
2005-07-15,1.31,1.37,1.29,1.36,4658400,1.3
2005-07-14,1.29,1.31,1.26,1.30,1881700,1.3
2005-07-13,1.33,1.33,1.29,1.29,2034600,1.2
2005-07-12,1.29,1.34,1.24,1.33,5069400,1.3
2005-07-11,1.32,1.37,1.28,1.29,4172100,1.2
2005-07-08,1.40,1.41,1.35,1.35,2885200,1.3
2005-07-07,1.38,1.44,1.36,1.42,3035200,1.4
2005-07-06,1.41,1.45,1.38,1.39,4924700,1.3
2005-07-05,1.54,1.54,1.45,1.45,6150000,1.4
2005-07-04,1.59,1.59,1.51,1.53,12925900,1.5
2005-07-01,1.57,1.58,1.52,1.58,11497300,1.5
2005-06-30,1.60,1.60,1.53,1.57,9088600,1.5
