Date,Open,High,Low,Close,Volume,Adj Clos
2012-01-20,17.44,17.59,17.27,17.52,281400,17.5
2012-01-19,17.21,17.40,17.02,17.37,518500,17.3
2012-01-18,18.40,18.49,17.12,17.21,1014900,17.2
2012-01-17,17.60,18.49,17.51,18.49,1406400,18.4
2012-01-16,18.34,18.70,17.79,17.84,289500,17.8
2012-01-13,19.30,19.30,17.86,18.17,341000,18.1
2012-01-12,18.90,19.28,18.80,18.85,352100,18.8
2012-01-11,18.81,19.97,18.81,19.20,585700,19.2
2012-01-10,18.60,19.00,18.31,18.98,462500,18.9
2012-01-09,17.70,18.37,17.52,18.35,552700,18.3
2012-01-06,17.35,17.71,17.12,17.70,158500,17.7
2012-01-05,18.03,18.13,16.62,17.41,400900,17.4
2012-01-04,18.97,19.09,18.18,18.30,191700,18.3
