Date,Open,High,Low,Close,Volume,Adj Clos
2008-12-31,3.93,3.93,3.78,3.86,5166400,3.6
2008-12-30,3.88,3.90,3.83,3.89,4049400,3.7
2008-12-29,3.96,3.96,3.73,3.85,6187500,3.6
2008-12-26,3.95,4.04,3.90,3.98,4647500,3.8
2008-12-25,4.09,4.09,3.94,4.01,5928700,3.8
2008-12-24,4.20,4.20,3.95,4.02,5945400,3.8
2008-12-23,4.49,4.49,4.10,4.19,13187600,4.0
2008-12-22,4.26,4.49,4.21,4.47,18204600,4.2
2008-12-19,4.15,4.35,4.09,4.30,9805800,4.1
2008-12-18,4.02,4.19,3.94,4.13,5304100,3.9
2008-12-17,4.03,4.12,4.00,4.02,4329900,3.8
2008-12-16,3.97,4.03,3.81,4.01,2861500,3.8
2008-12-15,3.91,4.01,3.82,3.97,2975800,3.7
2008-12-12,4.05,4.11,3.83,3.85,5376500,3.6
2008-12-11,4.28,4.28,4.05,4.06,5076300,3.8
2008-12-10,4.13,4.30,4.10,4.26,5171600,4.0
2008-12-09,4.44,4.44,4.18,4.18,7961400,3.9
2008-12-08,4.40,4.44,4.25,4.41,13299100,4.2
2008-12-05,4.10,4.39,4.10,4.34,16285600,4.1
2008-12-04,4.00,4.18,3.88,4.00,13277500,3.8
2008-12-03,3.70,3.95,3.70,3.93,7799600,3.7
2008-12-02,3.60,3.75,3.53,3.69,3533300,3.5
2008-12-01,3.58,3.66,3.51,3.66,2174000,3.4
2008-11-28,3.70,3.70,3.53,3.58,2626900,3.4
2008-11-27,4.00,4.04,3.70,3.70,5135500,3.5
2008-11-26,3.64,3.85,3.60,3.74,4117800,3.5
2008-11-25,3.61,3.69,3.51,3.57,1710400,3.4
2008-11-24,3.69,3.81,3.58,3.58,1750200,3.4
2008-11-21,3.75,3.84,3.57,3.69,3191300,3.5
2008-11-20,3.76,3.90,3.71,3.79,3263000,3.6
2008-11-19,3.60,3.88,3.56,3.86,3516600,3.6
2008-11-18,4.00,4.00,3.63,3.63,6301000,3.4
2008-11-17,4.01,4.04,3.88,4.03,5733100,3.8
2008-11-14,3.70,3.91,3.66,3.91,6090500,3.7
2008-11-13,3.52,3.79,3.50,3.71,4184200,3.5
2008-11-12,3.48,3.62,3.41,3.59,2107900,3.4
2008-11-11,3.59,3.60,3.46,3.48,2520800,3.3
2008-11-10,3.51,3.59,3.36,3.59,2434000,3.4
2008-11-07,3.25,3.37,3.23,3.33,940000,3.1
2008-11-06,3.28,3.33,3.21,3.30,805600,3.1
2008-11-05,3.32,3.41,3.28,3.36,1419500,3.2
2008-11-04,3.25,3.29,3.18,3.25,853900,3.1
2008-11-03,3.30,3.33,3.22,3.26,1162900,3.1
2008-10-31,3.31,3.37,3.25,3.30,1295100,3.1
2008-10-30,3.18,3.35,3.18,3.30,2348800,3.1
2008-10-29,3.42,3.45,3.20,3.21,2021900,3.0
2008-10-28,3.30,3.47,3.18,3.38,2591700,3.2
2008-10-27,3.63,3.63,3.30,3.30,2432600,3.1
2008-10-24,3.75,3.75,3.56,3.67,1625800,3.5
2008-10-23,3.65,3.69,3.51,3.68,1361300,3.5
2008-10-22,3.66,3.79,3.53,3.69,4018400,3.5
2008-10-21,3.46,3.78,3.41,3.77,8235400,3.6
2008-10-20,3.37,3.47,3.27,3.44,1374100,3.2
2008-10-17,3.44,3.44,3.33,3.37,1164000,3.2
2008-10-16,3.57,3.61,3.33,3.35,2198400,3.2
2008-10-15,3.60,3.74,3.60,3.66,1078400,3.4
2008-10-14,3.86,3.98,3.66,3.67,2428600,3.5
2008-10-13,3.60,3.79,3.51,3.78,1753700,3.6
2008-10-10,3.83,3.83,3.61,3.68,2131100,3.5
2008-10-09,4.05,4.12,3.91,3.93,1203300,3.7
2008-10-08,3.92,4.02,3.92,3.98,967400,3.8
2008-10-07,4.18,4.18,3.91,4.02,2703400,3.8
2008-10-06,4.25,4.36,4.20,4.23,1997100,4.0
2008-09-25,4.35,4.55,4.32,4.34,3830300,4.1
2008-09-24,4.20,4.34,4.16,4.34,1935300,4.1
2008-09-23,4.50,4.65,4.30,4.30,3838300,4.1
2008-09-22,4.90,5.10,4.60,4.74,9168600,4.5
2008-09-19,4.59,4.64,4.43,4.64,7577500,4.4
2008-09-18,4.03,4.25,3.68,4.22,7479500,4.0
2008-09-17,4.00,4.05,3.86,4.02,2653400,3.8
2008-09-16,4.08,4.10,3.88,4.00,1837900,3.8
2008-09-12,4.00,4.09,4.00,4.06,1352800,3.8
2008-09-11,3.96,4.01,3.90,4.00,1006100,3.8
2008-09-10,4.00,4.06,3.89,3.96,943500,3.7
2008-09-09,3.84,3.97,3.84,3.92,818800,3.7
2008-09-08,4.06,4.15,3.81,3.86,1768500,3.6
2008-09-05,4.11,4.22,4.00,4.10,1627500,3.9
2008-09-04,4.30,4.42,4.23,4.31,1016200,4.1
2008-09-03,4.22,4.32,4.18,4.30,1408600,4.1
2008-09-02,4.17,4.29,4.09,4.21,843700,4.0
2008-09-01,4.20,4.24,4.12,4.16,838200,3.9
2008-08-29,4.23,4.32,4.12,4.27,1604200,4.0
2008-08-28,4.15,4.23,4.11,4.14,821900,3.9
2008-08-27,4.10,4.21,4.04,4.13,1220200,3.9
2008-08-26,4.31,4.45,4.05,4.09,1308600,3.9
2008-08-25,4.38,4.53,4.37,4.41,1021100,4.2
2008-08-22,4.48,4.59,4.24,4.39,1529800,4.1
2008-08-21,4.60,4.90,4.50,4.53,2543400,4.3
2008-08-20,4.24,4.66,4.15,4.66,3287100,4.4
2008-08-19,4.10,4.25,4.00,4.24,1530500,4.0
2008-08-18,4.60,4.63,4.10,4.13,1766700,3.9
2008-08-15,4.58,4.68,4.47,4.54,1067700,4.3
2008-08-14,4.59,4.62,4.43,4.58,1233800,4.3
2008-08-13,4.61,4.61,4.26,4.55,2229200,4.3
2008-08-12,4.73,4.81,4.50,4.59,1814900,4.3
2008-08-11,5.23,5.23,4.71,4.71,2641700,4.5
2008-08-08,5.78,5.78,5.23,5.23,2651100,4.9
2008-08-07,5.76,5.84,5.70,5.78,895300,5.5
2008-08-06,5.80,5.86,5.61,5.76,1383800,5.5
2008-08-05,5.96,6.11,5.68,5.70,2552400,5.4
2008-08-04,6.30,6.30,5.93,5.98,3257900,5.7
2008-08-01,6.48,6.53,6.10,6.35,6507800,6.0
2008-07-31,6.41,6.68,6.33,6.44,7817700,6.1
2008-07-30,6.41,6.45,6.28,6.40,3281600,6.1
2008-07-29,6.28,6.39,6.11,6.31,3027100,6.0
2008-07-28,6.41,6.49,6.32,6.40,2142200,6.1
2008-07-25,6.40,6.43,6.30,6.35,2271100,6.0
2008-07-24,6.33,6.63,6.31,6.49,3302200,6.2
2008-07-23,6.32,6.48,6.25,6.28,2539900,6.0
2008-07-22,6.34,6.45,6.25,6.29,2595000,6.0
2008-07-21,6.14,6.34,6.00,6.28,2781700,6.0
2008-07-18,5.90,6.10,5.78,6.09,2178700,5.8
2008-07-17,6.11,6.22,5.88,5.94,2092400,5.6
2008-07-16,6.30,6.32,5.90,5.96,3277100,5.6
2008-07-15,6.36,6.70,6.32,6.39,5190700,6.1
2008-07-14,6.28,6.38,6.15,6.35,2358600,6.0
2008-07-11,6.31,6.45,6.15,6.28,3157800,6.0
2008-07-10,6.50,6.76,6.42,6.43,4579200,6.1
2008-07-09,6.46,6.90,6.45,6.69,6364500,6.3
2008-07-08,6.30,6.48,6.11,6.40,4564900,6.1
2008-07-07,6.00,6.38,5.95,6.30,3153800,6.0
2008-07-04,5.91,6.08,5.88,5.95,2139100,5.6
2008-07-03,5.74,6.12,5.50,5.97,3390300,5.7
2008-07-02,5.71,5.88,5.67,5.74,1472000,5.4
2008-07-01,5.95,6.00,5.61,5.70,1227300,5.4
2008-06-30,5.94,5.99,5.62,5.85,1470900,5.5
2008-06-27,6.15,6.24,5.81,5.90,2778400,5.6
2008-06-26,6.39,6.62,6.20,6.44,3503600,6.1
2008-06-25,6.00,6.50,5.95,6.45,2985600,6.1
2008-06-24,5.80,6.03,5.71,5.96,1731500,5.6
2008-06-23,5.80,5.88,5.60,5.79,1751100,5.5
2008-06-20,5.79,6.15,5.44,5.82,3199200,5.5
2008-06-19,6.40,6.40,5.76,5.76,3721800,5.5
2008-06-18,6.02,6.44,5.69,6.40,4585200,6.1
2008-06-17,6.71,6.84,6.06,6.06,2705000,5.7
2008-06-16,6.99,7.07,6.50,6.70,2960800,6.4
2008-06-13,7.35,7.38,6.86,6.89,2223400,6.5
2008-06-12,7.18,7.40,7.01,7.25,2620300,6.9
2008-06-11,7.40,7.55,7.10,7.18,3231600,6.8
2008-06-10,7.99,7.99,7.42,7.49,5501600,7.1
2008-06-06,8.35,8.47,8.16,8.24,1987600,7.8
2008-06-05,8.49,8.49,8.15,8.35,2442700,7.9
2008-06-04,8.85,8.85,8.28,8.44,2128900,8.0
2008-06-03,9.08,9.10,8.68,8.76,2852800,8.3
2008-06-02,9.20,9.20,8.80,9.01,3077200,8.6
2008-05-30,8.95,9.71,8.79,9.29,6695500,8.8
2008-05-29,8.65,8.90,8.62,8.90,3444300,8.5
2008-05-28,8.56,8.80,8.39,8.65,2568200,8.2
2008-05-27,8.00,8.66,7.97,8.56,3499900,8.1
2008-05-26,8.57,8.65,8.02,8.16,2805400,7.6
2008-05-23,8.55,8.81,8.40,8.57,2441900,8.0
2008-05-22,8.80,9.08,8.70,8.71,2798600,8.1
2008-05-21,8.60,9.30,8.12,9.09,4818900,8.5
2008-05-20,9.60,9.70,8.66,8.72,4415300,8.1
2008-05-19,9.89,10.00,9.48,9.62,2421300,9.0
2008-05-15,9.88,10.25,9.88,9.90,5563800,9.2
2008-05-14,9.39,9.90,9.39,9.75,4504300,9.1
2008-05-13,9.59,10.00,9.45,9.63,4374500,9.0
2008-05-12,9.67,10.15,9.28,9.90,4043900,9.2
2008-05-09,9.91,10.05,9.21,9.68,4882500,9.0
2008-05-08,9.55,10.00,9.40,9.87,4519200,9.2
2008-05-07,10.20,10.39,9.69,9.71,6116600,9.1
2008-05-06,10.10,10.62,9.85,10.35,7897100,9.7
2008-05-05,10.45,10.45,9.81,10.18,11920400,9.5
2008-04-30,9.43,9.50,9.42,9.50,2580800,8.9
2008-04-29,8.50,8.75,8.40,8.64,3248600,8.1
2008-04-28,8.56,8.95,8.50,8.56,4261800,8.0
2008-04-25,8.46,9.30,8.38,8.83,8874000,8.2
2008-04-24,8.59,8.59,8.24,8.59,11384400,8.0
2008-04-23,7.20,7.83,7.12,7.81,5592200,7.3
2008-04-22,7.00,7.67,6.64,7.49,8684500,7.0
2008-04-21,7.89,7.95,6.83,7.01,5949600,6.5
2008-04-18,7.80,7.88,7.20,7.24,5979600,6.7
2008-04-17,8.32,8.80,7.68,7.89,7746100,7.4
2008-04-16,9.21,9.21,8.35,8.48,4954700,7.9
2008-04-15,9.20,9.40,8.70,9.23,6993300,8.6
2008-04-14,10.30,10.30,9.41,9.42,7971000,8.8
2008-04-11,10.45,10.75,10.37,10.45,5040000,9.7
2008-04-10,10.18,10.47,9.85,10.44,6516600,9.7
2008-04-09,10.14,11.05,10.14,10.35,13836600,9.7
2008-04-08,10.10,10.76,10.01,10.12,14673800,9.4
2008-04-07,9.50,10.80,9.27,10.48,20943800,9.8
2008-04-03,9.52,11.29,9.52,10.30,20580500,9.6
2008-04-02,10.58,10.58,10.58,10.58,1820900,9.9
2008-04-01,11.76,11.76,11.76,11.76,113400,11.0
2008-03-31,13.07,13.07,13.07,13.07,439200,12.2
2008-03-24,14.52,14.52,14.52,14.52,000,13.6
2008-03-21,14.52,14.52,14.52,14.52,000,13.6
2008-03-20,14.52,14.52,14.52,14.52,000,13.6
2008-03-19,14.52,14.52,14.52,14.52,000,13.6
2008-03-18,14.52,14.52,14.52,14.52,000,13.6
2008-03-17,14.52,14.52,14.52,14.52,000,13.6
2008-03-14,14.52,14.52,14.52,14.52,000,13.6
2008-03-13,14.52,14.52,14.52,14.52,000,13.6
2008-03-12,14.52,14.52,14.52,14.52,000,13.6
2008-03-11,14.52,14.52,14.52,14.52,000,13.6
2008-03-10,14.52,14.52,14.52,14.52,000,13.6
2008-03-07,14.52,14.52,14.52,14.52,000,13.6
2008-03-06,14.52,14.52,14.52,14.52,000,13.6
2008-03-05,14.52,14.52,14.52,14.52,000,13.6
2008-03-04,14.52,14.52,14.52,14.52,000,13.6
2008-03-03,14.52,14.52,14.52,14.52,000,13.6
2008-02-29,14.52,14.52,14.52,14.52,000,13.6
2008-02-28,14.52,14.52,14.52,14.52,000,13.6
2008-02-27,14.52,14.52,14.52,14.52,000,13.6
2008-02-26,14.52,14.52,14.52,14.52,000,13.6
2008-02-25,14.52,14.52,14.52,14.52,000,13.6
2008-02-22,14.52,14.52,14.52,14.52,000,13.6
2008-02-21,14.52,14.52,14.52,14.52,000,13.6
2008-02-20,14.52,14.52,14.52,14.52,000,13.6
2008-02-19,14.52,14.52,14.52,14.52,000,13.6
2008-02-18,14.52,14.52,14.52,14.52,000,13.6
2008-02-15,14.52,14.52,14.52,14.52,000,13.6
2008-02-14,14.52,14.52,14.52,14.52,000,13.6
2008-02-13,14.52,14.52,14.52,14.52,000,13.6
2008-02-12,14.52,14.52,14.52,14.52,000,13.6
2008-02-11,14.52,14.52,14.52,14.52,000,13.6
2008-02-08,14.52,14.52,14.52,14.52,000,13.6
2008-02-07,14.52,14.52,14.52,14.52,000,13.6
2008-02-06,14.52,14.52,14.52,14.52,000,13.6
2008-02-05,14.52,14.52,14.52,14.52,000,13.6
2008-02-04,14.52,14.52,14.52,14.52,000,13.6
2008-02-01,14.52,14.52,14.52,14.52,000,13.6
2008-01-31,14.52,14.52,14.52,14.52,000,13.6
2008-01-30,14.52,14.52,14.52,14.52,000,13.6
2008-01-29,14.52,14.52,14.52,14.52,000,13.6
2008-01-28,14.52,14.52,14.52,14.52,000,13.6
2008-01-25,14.52,14.52,14.52,14.52,000,13.6
2008-01-24,14.52,14.52,14.52,14.52,000,13.6
2008-01-23,14.52,14.52,14.52,14.52,000,13.6
2008-01-22,14.52,14.52,14.52,14.52,000,13.6
2008-01-21,14.52,14.52,14.52,14.52,000,13.6
2008-01-18,13.40,14.52,13.01,14.52,17988700,13.6
2008-01-17,13.60,13.85,12.50,13.20,8466500,12.3
2008-01-16,14.12,14.19,13.62,13.63,7123600,12.7
2008-01-15,14.36,14.49,13.92,14.11,6270400,13.2
2008-01-14,13.97,14.49,13.75,14.27,10494000,13.3
2008-01-11,13.93,14.02,13.40,13.89,7748300,13.0
2008-01-10,13.55,14.20,13.54,13.93,10414300,13.0
2008-01-09,13.17,13.67,13.17,13.54,8979500,12.6
2008-01-08,14.13,14.29,13.00,13.15,19591600,12.3
2008-01-07,14.28,14.68,14.00,14.13,11333700,13.2
2008-01-04,13.42,14.25,13.24,14.15,12826200,13.2
2008-01-03,13.88,13.88,13.30,13.46,12754000,12.6
2008-01-02,13.01,13.80,13.01,13.65,14050500,12.7
2008-01-01,12.88,12.88,12.88,12.88,000,12.0
